title,keyword,abstract,field,authors,date,doi,references
"La dévolution, un royaume encore uni?","Dévolution,Ecosse,Royaume-uni",,,Edwige Camp-Pietrain,2024,,
"L'économie de l'Ecosse, un déterminant majeur des débats constitutionnels","Ecosse,Dévolution,Indépendance,SNP,Économie",,,Edwige Camp-Pietrain,2024,,
Les services publics écossais: le gouvernement écossais face aux politiques britanniques d'austérité,"Ecosse,Dévolution,SNP,Services publics,Santé,Éducation",,,Edwige Camp-Pietrain,2024,,
Les députés SNP à la chambre des Communes depuis mai 2015: voix de l'Ecosse ou expression partisane?,"Dévolution,Chambre des Communes,SNP,Indépendance",,,Edwige Camp-Pietrain,2024,,
La représentation de l'Ecosse à Westminster depuis 1999: une voix encore périphérique?,"Ecosse,Dévolution,SNP,Travaillistes",,,Edwige Camp-Pietrain,2024,,
Représentations politiques des villes écossaises de 1992 à 2003: vers une remise en cause de la domination travailliste?,"Ecosse,Dévolution,Villes,Travaillistes,SNP",,,Edwige Camp-Pietrain,2024,,
Les Eglises chrétiennes et la décentralisation en Ecosse,"Ecosse,Dévolution,Eglises,Convention constitutionnelle",,,Edwige Camp-Pietrain,2024,,
Silicon nitride drum resonators with a top-gate capacitive coupling scheme,"Membrane resonator,NEMS,Optomechanics",,,"Xin Zhou,Srisaran Venkatachalam,Alok Pokharel,Andrew Fefferman,Eddy Collin",2024,,
"L’Halys, un fleuve structurant en Asie Mineure",,,,Claire Barat,2024,,
Un juge civil toujours plus lointain... ? Réflexions sur la dispense de présentation et la procédure sans audience,,,,Corinne Bléry,2024,,
Clause d'accroissement et indivision,"Clause d'accroissement,Indivision",,,Nicolas Leblond,2024,,
"Communication par voie électronique : publication d’un décret, avec T. Douville et J.-P. Teboul, D. 2019, Act. p. 1058",,,,Corinne Bléry,2024,,
"Épidémie de Covid-19 : mesures de procédure civile, D. 2020, 780",,,,Corinne Bléry,2024,,
Acousto-Optical Tunable Filter design for efficient diffraction of unpolarised light,,,,"Samuel Dupont,Jean-Claude Kastelik,J. Vanhamel,E. Dekemper",2024,10.61782/fa.2023.0505,
Moyens d'action des consommateurs et riposte des professionnels,"Droit de la consommation,Consommateur",,,Nicolas Leblond,2024,,
"Petite brique apportée au Portail du justiciable : deux nouveaux arrêtés, avec T. Douville, D. actu., 29 oct. 2021",,,,Corinne Bléry,2024,,
"Modeling irrigation technology adoption and crop choices: Gains from water trading with farmer heterogeneity in Southern Alberta, Canada",,,"Earth-Surface Processes,Soil Science,Water Science and Technology,Agronomy and Crop Science","G.K. Danso,S.R. Jeffrey,C. Dridi,T. Veeman",2024,10.1016/j.agwat.2021.106932,"10.1111/j.1744-7976.1996.tb04428.x, 10.1214/aoms/1177707039, 10.1016/j.wen.2018.08.002, 10.1016/j.jebo.2013.06.014, 10.4296/cwrj3602853, 10.1007/s11269-014-0839-0, 10.1111/1467-8276.00251, 10.2307/1242126, 10.1111/j.1939-7445.1993.tb00156.x, 10.2307/1242620, 10.1016/0165-1889(94)90016-7, 10.2307/2347128, 10.1061/(ASCE)WR.1943-5452.0000092, 10.2166/wst.2006.297, 10.1016/0095-0696(91)90009-8, 10.1016/0165-0572(91)90002-K, 10.1111/j.1467-8276.2005.00722.x, 10.1081/STA-120003130, 10.1093/ajae/aaq023, 10.2307/1243862, 10.1016/j.agwat.2011.11.008, 10.1111/j.1467-8276.2008.01181.x, 10.2307/1243543, 10.1111/j.1467-8276.2006.00886.x, 10.1111/j.1752-1688.1991.tb03127.x, 10.1016/j.ecolecon.2010.11.002, 10.1007/s10640-010-9361-x, 10.2307/1241787, 10.1007/BF00872129, 10.1016/S0038-0121(01)00013-1, 10.1029/2005WR004048, 10.1111/j.1467-8276.2005.00784.x, 10.4296/cwrj3503339, 10.4296/cwrj3102091, 10.4296/cwrj3303283, 10.3390/w7020652, 10.1016/j.jeem.2013.12.002, 10.1007/BF01265332, 10.1029/2004WR003809, 10.1111/j.1574-0862.2007.00280.x, 10.1073/pnas.0805554105, 10.2307/1241865, 10.2166/wp.2008.049, "
Jusqu’ici tout va bien : Le Front national passé au tamis de ses défaites (2007-2008),Front National Flandre Le Pen défaite implantation militants élection,,,"Emmanuel Cherrier,Djamel Mermat",2024,,
"PLINE et PLEX ou les mystères de la nouvelle « communication par voie électronique »…, avec J.-P. Teboul, D. actu., 18 nov. 2019",,,,Corinne Bléry,2024,,
Promenade buissonnière parmi les mots de la procédure civile numérique,,,,Corinne Bléry,2024,,
"Des vices de procédure, Dalloz étudiant, 26 sept. 2019",,,,Corinne Bléry,2024,,
L’évolution des règles optionnelles de compétence territoriale,,,,Corinne Bléry,2024,,
La crise dans l'indivision,"Indivision,Indivisaires,Pouvoirs des indivisaires",,,Nicolas Leblond,2024,,
Measurement of Thermal properties by means of Modulated-PhotoThermal Radiometry technic (M-PTR),,,,"Quentin Pompidou,Raza Sheikh,Mélanie Brouillard,J.F. Robillard,Mihai Chirtoc,Nicolas Horny",2024,,
Correlated IR-SEM-TEM studies of three different grains from Ryugu: From the initial material to post-accretional processes,,,Geochemistry and Petrology,"Alice Aléon-Toppani,Rosario Brunetto,Zélia Dionnet,Stefano Rubino,Donia Baklouti,François Brisset,Maxime Vallet,Eva Héripré,Tomoki Nakamura,Cateline Lantz,Zahia Djouadi,Ferenc Borondics,Christophe Sandt,David Troadec,Obadias Mivumbi,Megumi Matsumoto,Kana Amano,Tomoyo Morita,Hisayoshi Yurimoto,Takaaki Noguchi,Ryuji Okazaki,Hikaru Yabuta,Hiroshi Naraoka,Kanako Sakamoto,Shogo Tachibana,Toru Yada,Masahiro Nishimura,Aiko Nakato,Akiko Miyazaki,Kasumi Yogata,Masanao Abe,Tatsuaki Okada,Tomohira Usui,Makoto Yoshikawa,Takanao Saiki,Satoshi Tanaka,Fuyuto Terui,Satoru Nakazawa,Sei-Ichiro Watanabe,Yuichi Tsuda",2024,10.1016/j.gca.2024.02.006,"10.1016/j.gca.2009.11.009, 10.1016/j.synthmet.2006.12.011, 10.1111/maps.13696, 10.1016/j.chemer.2019.08.004, 10.1126/science.aaz1701, 10.1016/j.gca.2010.05.020, 10.1016/j.icarus.2013.10.019, 10.1111/maps.12721, 10.1111/j.1945-5100.2004.tb00046.x, 10.1016/0016-7037(94)90290-9, 10.1038/301473a0, 10.1126/science.285.5434.1716, 10.1016/0016-7037(93)90011-K, 10.3847/2041-8213/acdf5c, 10.1016/j.gca.2005.01.003, 10.1146/annurev.ea.21.050193.001351, 10.1111/j.1945-5100.1997.tb01554.x, 10.1111/j.1365-2818.1975.tb03895.x, 10.1016/S0016-7037(01)00692-5, 10.1051/0004-6361/202244702, 10.1111/maps.12109, 10.1111/maps.13178, 10.1111/maps.13807, 10.1111/maps.14068, 10.1016/j.gca.2011.10.025, 10.1016/j.gca.2023.02.003, 10.1038/s41561-023-01226-y, 10.1051/0004-6361/201219248, 10.1016/j.epsl.2004.05.024, 10.1111/j.1945-5100.2006.tb00486.x, 10.1111/j.1945-5100.2001.tb01827.x, 10.1016/S0016-7037(96)00332-8, 10.1086/338926, 10.1111/maps.12439, 10.1016/j.gca.2013.09.014, 10.1126/sciadv.add8141, 10.1111/j.1945-5100.1998.tb01335.x, 10.1073/pnas.1720167115, 10.1086/592729, 10.1016/j.saa.2010.08.044, 10.1126/sciadv.ade2067, 10.1111/j.1945-5100.2010.01030.x, 10.1016/j.gca.2011.03.037, 10.1016/j.gca.2011.06.040, 10.1086/447764, 10.1016/0012-821X(76)90039-X, 10.1016/0012-821X(76)90138-2, 10.1016/0012-821X(79)90091-8, 10.1111/j.1945-5100.2008.tb01120.x, 10.1111/j.1945-5100.2010.01164.x, 10.1016/j.gca.2015.05.038, 10.1038/339126a0, 10.1006/icar.1996.0126, 10.1126/science.277.5324.358, 10.1111/j.1945-5100.1998.tb01689.x, 10.1016/j.gca.2013.11.020, 10.1016/j.gca.2013.10.024, 10.1038/s41550-023-02092-9, 10.1016/j.gca.2015.09.019, 10.1016/S0016-7037(96)00374-2, 10.1016/S0032-0633(02)00037-5, 10.1038/s41550-022-01762-4, 10.1038/s41550-022-01870-1, 10.1038/s41550-022-01863-0, 10.1029/1999JE001052, 10.1016/j.gca.2006.08.007, 10.1126/science.aaz6306, 10.2183/pjab.98.015, 10.1126/science.abn8671, 10.1111/j.1945-5100.2011.01197.x, 10.1038/s41467-023-36268-8, 10.1126/sciadv.adh1003, 10.1016/j.gca.2021.05.042, 10.1016/j.icarus.2013.01.003, 10.1111/j.1945-5100.2011.01251.x, 10.1063/1.368563, 10.1016/j.gca.2007.02.008, 10.1186/s40623-022-01762-8, 10.1007/978-94-024-1538-4_7, 10.1126/science.abj8624, 10.1111/maps.12171, 10.1016/0016-7037(85)90073-0, 10.1016/0016-7037(88)90231-1, 10.1080/08940886.2017.1338424, 10.1038/nature04128, 10.1038/nature03088, 10.1016/j.gca.2021.05.041, 10.1016/j.gca.2017.06.009, 10.1126/science.aav8032, 10.1016/0016-7037(93)90013-M, 10.1111/j.1945-5100.2004.tb00070.x, 10.1126/science.abn9057, 10.1038/s41550-021-01550-6, 10.1038/s41550-023-01925-x, 10.1126/science.abn7850, 10.1016/0016-7037(93)90298-B, 10.1126/science.1135842, "
"Physics, Astronomy and Engineering. A Bridge between Science and Engineering",,,,Raffaele Pisano,2024,,
"Jacques Brel, Chant contre silence","Brel,Chanson,Cantologie,Lyrisme,Imaginaire",,,Stéphane Hirschi,2024,,
"Quand la chanson se rend hommage en miroir, des Feuilles mortes à L'Été indien",,,,Stéphane Hirschi,2024,,
"« La métaphore du disque en chanson : l'inspiration de la spirale, une cristallisation de l'air ? »","Chanson,Disque,Métaphore,Cantologie",,,Stéphane Hirschi,2024,,
Spacetime representation of topological phononics,,,General Physics and Astronomy,"Pierre A. Deymier,Keith Runge,Pierre Lucas,Jerome O. Vasseur",2024,10.1088/1367-2630/aaba18,"10.1007/978-3-642-31232-8, 10.1007/978-3-319-62380-1, 10.1016/j.crme.2015.07.003, 10.1063/1.4872142, 10.1063/1.4928619, 10.1103/PhysRevB.96.064304, 10.1063/1.4975680, 10.1088/1367-2630/18/8/083047, 10.1016/j.jmps.2017.01.010, 10.1016/j.eml.2017.07.001, 10.3390/cryst6040044, 10.1038/nphys3801, 10.1103/PhysRevB.96.064106, 10.1098/rstl.1865.0008, 10.1016/0165-2125(90)90034-2, 10.1038/nphys1101, 10.1209/epl/i2005-10064-8, 10.1103/PhysRevLett.88.104301, 10.1103/PhysRevLett.46.1351, 10.1103/PhysRevLett.108.153901, 10.1038/nphoton.2012.236, 10.1038/nphoton.2014.177, 10.1038/ncomms4225, 10.1103/PhysRev.182.1400, 10.1098/rspa.1992.0102, 10.1063/1.1705200, 10.1103/PhysRevB.92.125153, 10.1103/PhysRevB.93.075110, 10.1098/rspa.1984.0023, 10.1103/PhysRev.159.1089, 10.1098/rspa.1985.0019, 10.1098/rspa.1928.0023, 10.1109/TAP.1972.1140195, 10.1103/PhysRevB.92.100304, 10.1103/PhysRevLett.109.033901, 10.1063/1.522884, 10.1088/0264-9381/18/17/313, "
Sources religieuses romaines,,,,Sarah Rey,2024,,
Les mains du prince. Éléments de ‘chironomie’ impériale,,,,Sarah Rey,2024,10.4000/books.efr.20425,"10.1017/S0395264900009458, 10.3406/bude.1964.4217, 10.3406/numi.2004.2557, 10.3917/phil.761.0033, 10.3406/mefr.2008.10414, 10.3406/rbph.1999.4352, 10.4324/9781315719665, 10.14375/NP.9782070718450, 10.17104/9783406632341, 10.25162/9783515099738, "
Les étruscologues français à l’heure des régimes autoritaires,,,,Sarah Rey,2024,,
Le “parti” d’Auguste et son action religieuse en Italie (années 30 av. J-C.-années 20 ap. J.-C.),,,,Sarah Rey,2024,,
"The scholiasts have done harm enough. Ronald Syme contre Jérôme Carcopino, à propos de la IVe Églogue",,,,Sarah Rey,2024,,
Les souvenirs de l’anticomanie : le musée lapidaire d’Avignon. Entretien avec Odile Cavalier,,,,Sarah Rey,2024,,
Multi-Agent Road Traffic Simulation:,,,,"Alexis Champion,René Mandiau,Stéphane Espie,Christophe Kolski",2024,,
Méthode adaptable basée sur la modélisation de processus pour l'analyse et l'optimisation de systèmes coopératifs dans l'entreprise,"Methodology,Organization,Cooperative process analysis and modeling,Cooperative process simulation,Tools supported work organization,Méthodologie,Organisation,Analyse et modélisation des processus coopératifs,Simulation des processus coopératifs,Outils d'aide à l'organisation du travail",,,"Emmanuel Adam,Christophe Kolski,Emmanuel Vergison",2024,,
How can usage monitoring improve resilience ?,,,,"Jean-René Ruault,Frédéric Vanderhaegen,Christophe Kolski",2024,10.1007/978-3-319-11617-4_12,"10.1002/j.2334-5837.2012.tb01341.x, 10.3182/20130811-5-US-2037.00042, 10.1007/s10111-009-0134-7, 10.1016/j.ins.2010.09.035, "
Do Older People Accurately Estimate the Length of Their First Step during Gait Initiation?,"Adult,Aged,80 and over,Aging,Cognition,Female,Gait,Humans,Independent Living,Young Adult,Accidental Falls",,"Geriatrics and Gerontology,General Psychology,Arts and Humanities (miscellaneous),Aging","Delphine Caffier,Marion Luyat,Sylvain Cremoux,Christophe Gillet,Ghassan Ido,Franck Barbier,Janick Naveteur",2024,10.1080/0361073X.2019.1627495,"10.1007/s40520-015-0420-6, 10.1016/j.jns.2010.03.021, 10.1111/j.2517-6161.1995.tb02031.x, 10.1007/s40520-013-0046-5, 10.1093/gerona/glu201, 10.1016/j.bandc.2013.02.003, 10.1111/j.1532-5415.2004.52317.x, 10.1093/ageing/afp225, 10.1016/0022-3956(75)90026-6, 10.1159/000363571, 10.1007/s00221-005-2280-3, 10.3389/fnhum.2016.00458, 10.1017/S0140525X00034026, 10.1016/0959-4388(95)80099-9, 10.1034/j.1600-0579.2003.00206.x, 10.1371/journal.pone.0190088, 10.1016/j.gaitpost.2016.10.019, 10.1371/journal.pone.0051218, 10.1007/BF03325143, 10.1016/j.apmr.2007.11.052, 10.1159/000066506, 10.1093/gerona/55.8.M429, 10.1007/s12612-009-0007-y, 10.1016/j.aap.2013.08.014, 10.1684/pnv.2011.0290, 10.1080/00222895.2016.1250714, 10.1016/j.neulet.2010.04.017, 10.1111/j.1532-5415.1991.tb01616.x, 10.1093/gerona/54.3.B124, 10.1016/j.neuroscience.2012.06.066, 10.1589/jpts.28.2877, 10.1589/jpts.29.1176, 10.1186/1471-2318-13-44, 10.1007/s00426-016-0779-9, 10.1016/j.archger.2014.07.017, 10.1007/s11357-016-9932-z, 10.1007/s12603-016-0811-1, 10.22237/jmasm/1257035100, 10.1080/0361073X.2012.726045, 10.1080/0361073X.2013.808109, 10.1111/j.1532-5415.1986.tb05480.x, 10.1056/nejm198812293192604, 10.1126/science.7569931, 10.1093/ageing/afi196, 10.1007/s00221-013-3785-9, 10.1177/0018720812447945, "
From the third body layer modeling to its effect on railway vehicle dynamics,,,,"Moncef Toumi,Hugues Chollet,Honoré Yin,Samir Assaf",2024,,
(Trans) media and journalistic innovations: how are information experiences redesigned today?,"Journalism studies,Transmedia,Digital journalism,Information experience",,,"Angelina Toursel,Philippe Useille",2024,,
Projet associatif - Modèles socio-économiques versus social business models,"Association,Modèle socio-économique,Economie sociale et solidaire",,,"Laurent Gardin,Patrick Gianfaldoni,Florence Jany-Catrice",2024,,
"La construction de l’ESS dans le Nord-Pas-de-Calais de 1970 à 2014, réseaux d’acteurs et politiques publiques","Politiques publiques - France,Economie sociale et solidaire,Nord-Pas-de-Calais",,,Laurent Gardin,2024,,
Tritium levels in milk in the vicinity of chronic tritium releases,,,"Health, Toxicology and Mutagenesis,Pollution,Waste Management and Disposal,General Medicine,Environmental Chemistry","P. Le Goff,Ph. Guétat,L. Vichot,N. Leconte,P.M. Badot,F. Gaucheron,M. Fromm",2024,10.1016/j.jenvrad.2015.10.022,"10.13182/FST05-A1029, 10.1016/0301-6226(91)90118-A, 10.1051/animres:19940108, 10.1126/science.113.2923.1, 10.1016/j.jenvrad.2006.11.010, 10.13182/FST11-A12654, 10.1051/radiopro/2013063, 10.1016/j.jenvrad.2007.01.010, 10.1016/j.jenvrad.2009.10.005, 10.1111/1523-1747.ep12678111, 10.1017/S175173111200047X, 10.1016/j.jenvrad.2013.09.006, 10.1016/j.envint.2013.12.020, 10.1051/lait:1942219-22013, 10.1016/j.apradiso.2004.03.024, 10.1016/S0265-931X(03)00053-5, 10.1097/00004032-200001000-00011, 10.1051/lait:2000144, 10.1104/pp.74.3.557, 10.1093/oxfordjournals.rpd.a079726, 10.1097/00004032-198302000-00003, 10.2307/3576675, 10.13182/FST05-A1037, "
« Introduction »,,,,Nicolas Balutet,2024,,
« Représenter l’homosexualité à Cuba : les paradoxes du film Fraise et chocolat (1993) »,,,,Nicolas Balutet,2024,,
"« La Révolution cubaine de 1959 : deux poètes, deux visions »",,,,Nicolas Balutet,2024,,
Les Humanités (contre la vie) mutilées,"Bataille Georges,Adorno,Nietzsche,Université,Humanités,Éthique,Avenir de la recherche",,,Vincent Vivès,2024,,
"La mélodie française, ou l'élégie critique","Mélodie française,Élégie,Élégiaque,Romantisme,Maurice Ravel,Claude Debussy  Gabriel Fauré,Paul Verlaine,Stéphane Mallarmé,Leconte de Lisle",,,Vincent Vivès,2024,,
Redoublement et inversion de l'ironie romantique : Zarathoustra et Maldoror,"Also sprach Zarathustra,Les chants de Maldoror,Nietzsche,Lautréamont,Ironie,Parodie",,,Vincent Vivès,2024,,
L'impossible mot propre chez Bataille et Nietzsche,"Georges Bataille,Friedrich Nietzsche,Langue,Mot propre,Métaphore",,,Vincent Vivès,2024,,
"Apollôn"" et ""Khirôn"" : usages du plurilinguisme chez Leconte de Lisle","Leconte de Lisle,Poésie,Langue,Traduction,Esprit des peuples,Esthétique",,,Vincent Vivès,2024,,
"City Limits. Filming Belfast, Beirut and Berlin in Troubled Times",,,,Stephanie Schwerter,2024,,
Northern Irish Poetry and the Russian Turn,,,,Stephanie Schwerter,2024,,
Transmissibility and Cultural Transfer,,,,"Stephanie Schwerter,Jennifer Kay Dick",2024,,
"Nachalstvo, Blat and Blarney",,,,"Stephanie Schwerter,Marina Tsvetkova",2024,10.37389/abei.v22i2.180779,
Titanic Town and Good Vibrations,,,,Stephanie Schwerter,2024,,
"Guns, Guiness and the Spirit of Brazil",,,,Stephanie Schwerter,2024,,
"Puschkin ist kein Wodka, sondern ein Dichter",,,,Stephanie Schwerter,2024,,
Shifting Identities and Social Change in Contemporary Ireland:,,,,Stephanie Schwerter,2024,,
Towards a Modern European City?,,,,Stephanie Schwerter,2024,,
Vom Gangster zum Frisör,,,,Stephanie Schwerter,2024,,
Compte rendu,,,,Stephanie Schwerter,2024,,
Compte rendu,,,,Stephanie Schwerter,2024,,
Counter-discourse and Political Violence,,,,Stephanie Schwerter,2024,,
Beyond the Troubles,,,,Stephanie Schwerter,2024,,
"RIHM Revue des Interactions Humaines Médiatisées 2013, Volume 14 - Numéro 1 (coordination du numéro thématique).",,,,"Philippe Useille,Julian Alvarez",2024,,
L’ESS (Économie sociale et solidaire) est-elle une alternative durable aux modes de production et d’échange ?,"Capitalisme,Économie,Transition,Écologie,Réglementation,Lobby,Economie sociale et solidaire",,,"Cécile Duflot,Laurent Gardin,David Hiez,Corinne Vercher-Chaptal",2024,,
